symbol,shortName,fundamental_total_score,fundamental_avg_score,fundamental_rating,technical_total_score,technical_avg_score,technical_rating,analysis_text,overall_avg_score,overall_total_score,overall_rating
2887.TW,TAISHIN FINANCIAL HLDGS CO LTD,57,7.125,B,28,5.6,B,"**[基本面分析] 2887.TW / TAISHIN FINANCIAL HLDGS CO LTD**
- PE: 13.22 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.10 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.59 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 7.60% => 低於參考值(10.00%) (score=2)
- DividendYield: 3.51% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 41.39% => 高於參考值(30.00%)，值得肯定 (score=10)
- DebtToEquity: 資料缺失
- CurrentRatio: 資料缺失
- QuickRatio: 資料缺失
- RevenueGrowth: 20.70% => 高於參考值(20.00%)，值得肯定 (score=10)
- EarningsGrowth: 45.70% => 高於參考值(20.00%)，值得肯定 (score=10)

【基本面評級】平均分數 7.1 → 等級 B
- RSI: 49.74（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 10.67（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 5.6 → 等級 B",6.3625,85,B
2379.TW,REALTEK SEMICONDUCTOR CORP,67,6.090909090909091,B,33,6.6,B,"**[基本面分析] 2379.TW / REALTEK SEMICONDUCTOR CORP**
- PE: 20.07 => 介於 10 ~ 25 的區間 (score=5)
- PB: 5.80 => 高於參考值(5)，需留意高估風險 (score=2)
- Beta: 0.97 => 介於 0.8 ~ 1.2 的區間 (score=5)
- ROE: 31.11% => 高於參考值(20.00%)，值得肯定 (score=10)
- DividendYield: 2.87% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 12.70% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 20.61 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.36 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 1.14 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: 15.30% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 70.10% => 高於參考值(20.00%)，值得肯定 (score=10)

【基本面評級】平均分數 6.1 → 等級 B
- RSI: 56.79（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 22.09（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.6 → 等級 B",6.345454545454546,100,B
00929.TW,FUH HWA SECURITIES INVESTMENT T,20,6.666666666666667,B,30,6.0,B,"**[基本面分析] 00929.TW / FUH HWA SECURITIES INVESTMENT T**
- ETF_PE: 16.37 => 介於 10~25 的區間 (score=5)
- ETF_Yield: 9.98% => 高於參考值(6)，表現不錯 (score=10)
- totalAssets: 235,808,325,632 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 資料缺失
- threeYearAverageReturn: 資料缺失
- fiveYearAverageReturn: 資料缺失

【基本面評級】平均分數 6.7 → 等級 B
- RSI: 58.90（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 13.13（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.0 → 等級 B",6.333333333333334,50,B
3034.TW,NOVATEK MICROELECTRONICS,71,6.454545454545454,B,31,6.2,B,"**[基本面分析] 3034.TW / NOVATEK MICROELECTRONICS**
- PE: 15.28 => 介於 10 ~ 25 的區間 (score=5)
- PB: 5.03 => 高於參考值(5)，需留意高估風險 (score=2)
- Beta: 1.03 => 介於 0.8 ~ 1.2 的區間 (score=5)
- ROE: 33.36% => 高於參考值(20.00%)，值得肯定 (score=10)
- DividendYield: 6.18% => 高於參考值(600.00%)，值得肯定 (score=10)
- PEG: 資料缺失
- OperatingMargin: 22.40% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 0.74 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 3.42 => 高於參考值(2)，值得肯定 (score=10)
- QuickRatio: 2.94 => 高於參考值(2)，值得肯定 (score=10)
- RevenueGrowth: -3.70% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: -17.40% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 6.5 → 等級 B
- RSI: 64.44（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 20.18（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.2 → 等級 B",6.327272727272727,102,B
2301.TW,LITE-ON TECHNOLOGY CORP,64,5.818181818181818,B,34,6.8,B,"**[基本面分析] 2301.TW / LITE-ON TECHNOLOGY CORP**
- PE: 20.45 => 介於 10 ~ 25 的區間 (score=5)
- PB: 2.92 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.56 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 14.47% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 6.08% => 高於參考值(600.00%)，值得肯定 (score=10)
- PEG: 資料缺失
- OperatingMargin: 10.67% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 42.07 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.55 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 1.27 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: -8.00% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: -25.60% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 5.8 → 等級 B
- RSI: 63.61（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 18.21（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",6.309090909090909,98,B
2615.TW,WAN HAI LINES,61,6.1,B,32,6.4,B,"**[基本面分析] 2615.TW / WAN HAI LINES**
- PE: 6.96 => 明顯低於參考值(10)，對投資人相對有利 (score=10)
- PB: 1.04 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 1.66 => 高於參考值(1.2)，需留意高估風險 (score=2)
- ROE: 6.78% => 低於參考值(10.00%) (score=2)
- DividendYield: 1.67% => 低於參考值(200.00%) (score=2)
- PEG: 資料缺失
- OperatingMargin: 28.21% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 35.88 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 3.35 => 高於參考值(2)，值得肯定 (score=10)
- QuickRatio: 1.80 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: 56.00% => 高於參考值(20.00%)，值得肯定 (score=10)
- EarningsGrowth: 資料缺失

【基本面評級】平均分數 6.1 → 等級 B
- RSI: 36.49（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 19.53（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.4 → 等級 B",6.25,93,B
1101.TW,TCC GROUP HOLDINGS CO LTD,69,6.2727272727272725,B,31,6.2,B,"**[基本面分析] 1101.TW / TCC GROUP HOLDINGS CO LTD**
- PE: 27.46 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 0.98 => 明顯低於參考值(1)，對投資人相對有利 (score=10)
- Beta: 0.56 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 4.70% => 低於參考值(10.00%) (score=2)
- DividendYield: 3.14% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 15.27% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 68.49 => 介於 50 ~ 100 的區間 (score=5)
- CurrentRatio: 1.99 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 1.64 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: 52.10% => 高於參考值(20.00%)，值得肯定 (score=10)
- EarningsGrowth: 151.90% => 高於參考值(20.00%)，值得肯定 (score=10)

【基本面評級】平均分數 6.3 → 等級 B
- RSI: 52.46（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 27.03（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.2 → 等級 B",6.236363636363636,100,B
6505.TW,FORMOSA PETROCHEMICAL CORPORATI,58,5.8,B,33,6.6,B,"**[基本面分析] 6505.TW / FORMOSA PETROCHEMICAL CORPORATI**
- PE: 57.27 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 1.13 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.36 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 1.82% => 低於參考值(10.00%) (score=2)
- DividendYield: 5.49% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: -2.75% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 11.90 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 4.73 => 高於參考值(2)，值得肯定 (score=10)
- QuickRatio: 2.29 => 高於參考值(2)，值得肯定 (score=10)
- RevenueGrowth: -10.10% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: 資料缺失

【基本面評級】平均分數 5.8 → 等級 B
- RSI: 50.44（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 32.34（趨勢中等） (score=6)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 6.6 → 等級 B",6.199999999999999,91,B
2882.TW,CATHAY FINANCIAL HLDG CO,59,5.363636363636363,B,35,7.0,B,"**[基本面分析] 2882.TW / CATHAY FINANCIAL HLDG CO**
- PE: 10.97 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.27 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.62 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 11.01% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.01% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 5.95% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 77.16 => 介於 50 ~ 100 的區間 (score=5)
- CurrentRatio: 1.06 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 1.00 => 低於參考值(1) (score=2)
- RevenueGrowth: 15.40% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 32.00% => 高於參考值(20.00%)，值得肯定 (score=10)

【基本面評級】平均分數 5.4 → 等級 B
- RSI: 48.83（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 22.67（趨勢中等） (score=6)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 7.0 → 等級 B",6.181818181818182,94,B
3231.TW,WISTRON CORPORATION,59,5.363636363636363,B,35,7.0,B,"**[基本面分析] 3231.TW / WISTRON CORPORATION**
- PE: 20.60 => 介於 10 ~ 25 的區間 (score=5)
- PB: 3.03 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.77 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 19.42% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 2.19% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 3.60% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 86.75 => 介於 50 ~ 100 的區間 (score=5)
- CurrentRatio: 1.25 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.70 => 低於參考值(1) (score=2)
- RevenueGrowth: 15.80% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 35.40% => 高於參考值(20.00%)，值得肯定 (score=10)

【基本面評級】平均分數 5.4 → 等級 B
- RSI: 54.80（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 20.73（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 7.0 → 等級 B",6.181818181818182,94,B
2345.TW,ACCTON TECHNOLOGY CORP,63,5.7272727272727275,B,33,6.6,B,"**[基本面分析] 2345.TW / ACCTON TECHNOLOGY CORP**
- PE: 44.08 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 14.64 => 高於參考值(5)，需留意高估風險 (score=2)
- Beta: 0.40 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 37.22% => 高於參考值(20.00%)，值得肯定 (score=10)
- DividendYield: 1.35% => 低於參考值(200.00%) (score=2)
- PEG: 資料缺失
- OperatingMargin: 12.28% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 9.23 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.53 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.95 => 低於參考值(1) (score=2)
- RevenueGrowth: 25.70% => 高於參考值(20.00%)，值得肯定 (score=10)
- EarningsGrowth: 11.10% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 5.7 → 等級 B
- RSI: 58.14（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 39.31（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.6 → 等級 B",6.163636363636364,96,B
2890.TW,SINOPAC FINANCIAL HLDGS CO LTD,47,5.875,B,32,6.4,B,"**[基本面分析] 2890.TW / SINOPAC FINANCIAL HLDGS CO LTD**
- PE: 12.82 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.53 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.45 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 11.91% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.30% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 46.05% => 高於參考值(30.00%)，值得肯定 (score=10)
- DebtToEquity: 資料缺失
- CurrentRatio: 資料缺失
- QuickRatio: 資料缺失
- RevenueGrowth: 15.00% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: -1.40% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 5.9 → 等級 B
- RSI: 41.79（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 9.17（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.4 → 等級 B",6.1375,79,B
00919.TW,CAPITAL INV TRUST CORP CAP TIP ,20,6.666666666666667,B,28,5.6,B,"**[基本面分析] 00919.TW / CAPITAL INV TRUST CORP CAP TIP **
- ETF_PE: 10.84 => 介於 10~25 的區間 (score=5)
- ETF_Yield: 12.02% => 高於參考值(6)，表現不錯 (score=10)
- totalAssets: 305,116,086,272 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 資料缺失
- threeYearAverageReturn: 資料缺失
- fiveYearAverageReturn: 資料缺失

【基本面評級】平均分數 6.7 → 等級 B
- RSI: 52.34（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 16.41（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 5.6 → 等級 B",6.133333333333333,48,B
2357.TW,ASUSTEK COMPUTER INC,64,5.818181818181818,B,32,6.4,B,"**[基本面分析] 2357.TW / ASUSTEK COMPUTER INC**
- PE: 13.46 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.69 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.51 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 13.33% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 2.84% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 7.01% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 9.38 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.59 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.89 => 低於參考值(1) (score=2)
- RevenueGrowth: 23.30% => 高於參考值(20.00%)，值得肯定 (score=10)
- EarningsGrowth: 12.70% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 5.8 → 等級 B
- RSI: 48.24（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 17.70（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.4 → 等級 B",6.109090909090909,96,B
2303.TW,UNITED MICRO ELECTRONICS,77,6.416666666666667,B,29,5.8,B,"**[基本面分析] 2303.TW / UNITED MICRO ELECTRONICS**
- PE: 9.78 => 明顯低於參考值(10)，對投資人相對有利 (score=10)
- PB: 1.37 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 1.17 => 介於 0.8 ~ 1.2 的區間 (score=5)
- ROE: 14.07% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 6.99% => 高於參考值(600.00%)，值得肯定 (score=10)
- PEG: 1.38 => 介於 1 ~ 2 的區間 (score=5)
- OperatingMargin: 23.28% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 25.92 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 2.19 => 高於參考值(2)，值得肯定 (score=10)
- QuickRatio: 1.71 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: 6.00% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: -9.40% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 6.4 → 等級 B
- RSI: 37.88（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 21.91（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 5.8 → 等級 B",6.108333333333333,106,B
2317.TW,HON HAI PRECISION INDUSTRY,57,5.181818181818182,B,35,7.0,B,"**[基本面分析] 2317.TW / HON HAI PRECISION INDUSTRY**
- PE: 15.90 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.67 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.53 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 10.26% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 2.55% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 2.88% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 51.02 => 介於 50 ~ 100 的區間 (score=5)
- CurrentRatio: 1.61 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 1.16 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: 18.90% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 6.20% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 5.2 → 等級 B
- RSI: 46.44（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 29.48（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 7.0 → 等級 B",6.090909090909091,92,B
2308.TW,DELTA ELECTRONIC,63,5.25,B,34,6.8,B,"**[基本面分析] 2308.TW / DELTA ELECTRONIC**
- PE: 30.81 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 5.20 => 高於參考值(5)，需留意高估風險 (score=2)
- Beta: 1.07 => 介於 0.8 ~ 1.2 的區間 (score=5)
- ROE: 17.09% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 1.53% => 低於參考值(200.00%) (score=2)
- PEG: 1.73 => 介於 1 ~ 2 的區間 (score=5)
- OperatingMargin: 14.64% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 30.78 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 2.27 => 高於參考值(2)，值得肯定 (score=10)
- QuickRatio: 1.63 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: 4.10% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: 31.80% => 高於參考值(20.00%)，值得肯定 (score=10)

【基本面評級】平均分數 5.2 → 等級 B
- RSI: 59.48（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 16.36（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",6.025,97,B
2395.TW,ADVANTECH CO LTD,60,5.0,B,35,7.0,B,"**[基本面分析] 2395.TW / ADVANTECH CO LTD**
- PE: 37.98 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 6.74 => 高於參考值(5)，需留意高估風險 (score=2)
- Beta: 0.75 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 18.08% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 2.57% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 5.39 => 高於參考值(2)，需留意高估風險 (score=2)
- OperatingMargin: 16.40% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 3.64 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 2.76 => 高於參考值(2)，值得肯定 (score=10)
- QuickRatio: 1.97 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: -0.40% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: -12.60% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 5.0 → 等級 B
- RSI: 65.03（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 29.63（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 7.0 → 等級 B",6.0,95,B
1301.TW,FORMOSA PLASTIC,48,5.333333333333333,B,33,6.6,B,"**[基本面分析] 1301.TW / FORMOSA PLASTIC**
- PE: 資料缺失
- PB: 0.73 => 明顯低於參考值(1)，對投資人相對有利 (score=10)
- Beta: 0.51 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: -1.33% => 低於參考值(10.00%) (score=2)
- DividendYield: 2.78% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: -2.98% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 49.36 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.19 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.78 => 低於參考值(1) (score=2)
- RevenueGrowth: -0.50% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: 資料缺失

【基本面評級】平均分數 5.3 → 等級 B
- RSI: 49.22（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 26.82（趨勢中等） (score=6)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 6.6 → 等級 B",5.966666666666667,81,B
3017.TW,ASIA VITAL COMPONENTS CO LTD,63,5.7272727272727275,B,31,6.2,B,"**[基本面分析] 3017.TW / ASIA VITAL COMPONENTS CO LTD**
- PE: 30.49 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 10.07 => 高於參考值(5)，需留意高估風險 (score=2)
- Beta: 0.67 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 30.23% => 高於參考值(20.00%)，值得肯定 (score=10)
- DividendYield: 1.02% => 低於參考值(200.00%) (score=2)
- PEG: 資料缺失
- OperatingMargin: 14.72% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 47.25 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.45 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.85 => 低於參考值(1) (score=2)
- RevenueGrowth: 10.80% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 62.10% => 高於參考值(20.00%)，值得肯定 (score=10)

【基本面評級】平均分數 5.7 → 等級 B
- RSI: 47.30（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 32.64（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.2 → 等級 B",5.963636363636364,94,B
2892.TW,FIRST FINANCIAL HOLDING CO LTD,41,5.125,B,34,6.8,B,"**[基本面分析] 2892.TW / FIRST FINANCIAL HOLDING CO LTD**
- PE: 16.13 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.57 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.41 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 9.40% => 低於參考值(10.00%) (score=2)
- DividendYield: 3.09% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 49.84% => 高於參考值(30.00%)，值得肯定 (score=10)
- DebtToEquity: 資料缺失
- CurrentRatio: 資料缺失
- QuickRatio: 資料缺失
- RevenueGrowth: 4.50% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: 2.80% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 5.1 → 等級 B
- RSI: 54.08（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 11.68（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",5.9625,75,B
